#query	mnx_id	reference	xrefs	name
CDPGLYCGPT				
DHNAOT7	MNXR97409	biggR:DHNAOT7	bigg.reaction:DHNAOT7 ... bigg.reaction:R_DHNAOT7 ... biggR:DHNAOT7 ... biggR:R_DHNAOT7	1 MNXM10@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM164125@MNXD1 = 1 MNXM552@MNXD1 + 1 MNXM731636@MNXD1 + 1 MNXM8@MNXD1
DHNPA	MNXR151400	biggR:DHNPA	bigg.reaction:DHNPA ... bigg.reaction:DHNPA2r ... bigg.reaction:DHNPA_1 ... bigg.reaction:DHNPAm ... bigg.reaction:R_DHNPA ... bigg.reaction:R_DHNPA2r ... bigg.reaction:R_DHNPA_1 ... bigg.reaction:R_DHNPAm ... biggR:DHNPA ... biggR:DHNPA2r ... biggR:DHNPA_1 ... biggR:DHNPAm ... biggR:R_DHNPA ... biggR:R_DHNPA2r ... biggR:R_DHNPA_1 ... biggR:R_DHNPAm ... deprecated:MNXR125603 ... deprecated:MNXR138235	1 MNXM728662@MNXD1 + 1 MNXM734590@MNXD1 = 1 MNXM730300@MNXD1
DHNPA2				
DHORD2	MNXR97418	rheaR:28687	bigg.reaction:DHORD2 ... bigg.reaction:DHORD9m ... bigg.reaction:R_DHORD2 ... bigg.reaction:R_DHORD9m ... biggR:DHORD2 ... biggR:DHORD9m ... biggR:R_DHORD2 ... biggR:R_DHORD9m ... deprecated:MNXR68704 ... rhea:28687 ... rhea:28688 ... rhea:28689 ... rhea:28690 ... rheaR:28687 ... rheaR:28688 ... rheaR:28689 ... rheaR:28690 ... seed.reaction:rxn08335 ... seed.reaction:rxn36702 ... seed.reaction:rxn37588 ... seed.reaction:rxn37592 ... seed.reaction:rxn37676 ... seed.reaction:rxn38081 ... seedR:rxn08335 ... seedR:rxn36702 ... seedR:rxn37588 ... seedR:rxn37592 ... seedR:rxn37676 ... seedR:rxn38081	1 MNXM191@MNXD1 + 1 MNXM235@MNXD1 = 1 MNXM232@MNXD1 + 1 MNXM252@MNXD1
DHORD5	MNXR97421	rheaR:29199	bigg.reaction:DHORD5 ... bigg.reaction:R_DHORD5 ... biggR:DHORD5 ... biggR:R_DHORD5 ... deprecated:MNXR26702 ... deprecated:MNXR50860 ... rhea:29199 ... rhea:29200 ... rhea:29201 ... rhea:29202 ... rheaR:29199 ... rheaR:29200 ... rheaR:29201 ... rheaR:29202 ... seed.reaction:rxn08336 ... seedR:rxn08336	1 MNXM223@MNXD1 + 1 MNXM235@MNXD1 = 1 MNXM252@MNXD1 + 1 MNXM509@MNXD1
DHORDfum	MNXR97425	rheaR:30059	bigg.reaction:DHORDfum ... bigg.reaction:R_DHORDfum ... biggR:DHORDfum ... biggR:R_DHORDfum ... deprecated:MNXR9364 ... kegg.reaction:R01867 ... keggR:R01867 ... metacyc.reaction:RXN-9929 ... metacycR:RXN-9929 ... rhea:30059 ... rhea:30060 ... rhea:30061 ... rhea:30062 ... rheaR:30059 ... rheaR:30060 ... rheaR:30061 ... rheaR:30062 ... sabiork.reaction:7103 ... sabiorkR:7103 ... seed.reaction:rxn13251 ... seed.reaction:rxn37804 ... seedR:rxn13251 ... seedR:rxn37804	1 MNXM235@MNXD1 + 1 MNXM25@MNXD1 = 1 MNXM252@MNXD1 + 1 MNXM737340@MNXD1
DHORDi	MNXR97426	rheaR:15441	bigg.reaction:DHORDi ... bigg.reaction:DHROm ... bigg.reaction:R_DHORDi ... bigg.reaction:R_DHROm ... biggR:DHORDi ... biggR:DHROm ... biggR:R_DHORDi ... biggR:R_DHROm ... deprecated:MNXR1569 ... deprecated:MNXR65933 ... rhea:15441 ... rhea:15442 ... rhea:15443 ... rhea:15444 ... rheaR:15441 ... rheaR:15442 ... rheaR:15443 ... rheaR:15444 ... sabiork.reaction:485 ... sabiorkR:485 ... seed.reaction:rxn01360 ... seed.reaction:rxn27812 ... seed.reaction:rxn27813 ... seed.reaction:rxn35450 ... seed.reaction:rxn38082 ... seedR:rxn01360 ... seedR:rxn27812 ... seedR:rxn27813 ... seedR:rxn35450 ... seedR:rxn38082	1 MNXM235@MNXD1 + 1 MNXM732620@MNXD1 = 1 MNXM252@MNXD1 + 1 MNXM735438@MNXD1
DHORTS	MNXR97428	rheaR:24296	bigg.reaction:DHORTS ... bigg.reaction:DHORTSn ... bigg.reaction:DHR ... bigg.reaction:DHR_1 ... bigg.reaction:R_DHORTS ... bigg.reaction:R_DHORTSn ... bigg.reaction:R_DHR ... bigg.reaction:R_DHR_1 ... biggR:DHORTS ... biggR:DHORTSn ... biggR:DHR ... biggR:DHR_1 ... biggR:R_DHORTS ... biggR:R_DHORTSn ... biggR:R_DHR ... biggR:R_DHR_1 ... deprecated:MNXR1576 ... kegg.reaction:R01993 ... keggR:R01993 ... metacyc.reaction:DIHYDROOROT-RXN ... metacycR:DIHYDROOROT-RXN ... rhea:24296 ... rhea:24297 ... rhea:24298 ... rhea:24299 ... rheaR:24296 ... rheaR:24297 ... rheaR:24298 ... rheaR:24299 ... sabiork.reaction:399 ... sabiorkR:399 ... seed.reaction:rxn01465 ... seed.reaction:rxn27794 ... seed.reaction:rxn35449 ... seedR:rxn01465 ... seedR:rxn27794 ... seedR:rxn35449	1 MNXM1@MNXD1 + 1 MNXM465@MNXD1 = 1 MNXM252@MNXD1 + 1 WATER@MNXD1
DHPM1	MNXR97432	rheaR:16121	bigg.reaction:DHPD ... bigg.reaction:DHPM1 ... bigg.reaction:R_DHPD ... bigg.reaction:R_DHPM1 ... biggR:DHPD ... biggR:DHPM1 ... biggR:R_DHPD ... biggR:R_DHPM1 ... deprecated:MNXR1580 ... kegg.reaction:R02269 ... keggR:R02269 ... metacyc.reaction:DIHYDROPYRIMIDINASE-RXN ... metacycR:DIHYDROPYRIMIDINASE-RXN ... rhea:16121 ... rhea:16122 ... rhea:16123 ... rhea:16124 ... rheaR:16121 ... rheaR:16122 ... rheaR:16123 ... rheaR:16124 ... sabiork.reaction:503 ... sabiorkR:503 ... seed.reaction:rxn01626 ... seed.reaction:rxn31924 ... seedR:rxn01626 ... seedR:rxn31924	1 MNXM1@MNXD1 + 1 MNXM802@MNXD1 = 1 MNXM506@MNXD1 + 1 WATER@MNXD1
DHPM2	MNXR97433	rheaR:37335	bigg.reaction:DHPM2 ... bigg.reaction:R_DHPM2 ... biggR:DHPM2 ... biggR:R_DHPM2 ... deprecated:MNXR107917 ... deprecated:MNXR116784 ... kegg.reaction:R03055 ... keggR:R03055 ... metacyc.reaction:RXN-11211 ... metacycR:RXN-11211 ... rhea:37335 ... rhea:37336 ... rhea:37337 ... rhea:37338 ... rheaR:37335 ... rheaR:37336 ... rheaR:37337 ... rheaR:37338 ... sabiork.reaction:514 ... sabiorkR:514 ... seed.reaction:rxn02190 ... seedR:rxn02190	1 MNXM1015@MNXD1 = 1 MNXM772@MNXD1 + 1 WATER@MNXD1
