#query	mnx_id	reference	xrefs	name
XYLK	MNXR146759	rheaR:10964	bigg.reaction:R_XYLK ... bigg.reaction:XYLK ... biggR:R_XYLK ... biggR:XYLK ... deprecated:MNXR105255 ... metacyc.reaction:XYLULOKIN-RXN ... metacycR:XYLULOKIN-RXN ... rhea:10964 ... rhea:10965 ... rhea:10966 ... rhea:10967 ... rheaR:10964 ... rheaR:10965 ... rheaR:10966 ... rheaR:10967 ... sabiork.reaction:1779 ... sabiorkR:1779 ... seed.reaction:rxn01199 ... seed.reaction:rxn32114 ... seed.reaction:rxn32122 ... seedR:rxn01199 ... seedR:rxn32114 ... seedR:rxn32122	1 MNXM186@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM731281@MNXD1
XYLt	MNXR105270	seedR:rxn09385	bigg.reaction:EX_xyl__D_e ... bigg.reaction:R_EX_xyl__D_e ... bigg.reaction:R_XYLt ... bigg.reaction:R_XYLtex ... bigg.reaction:R_XYLtly ... bigg.reaction:XYLt ... bigg.reaction:XYLtex ... bigg.reaction:XYLtly ... biggR:EX_xyl__D_e ... biggR:R_EX_xyl__D_e ... biggR:R_XYLt ... biggR:R_XYLtex ... biggR:R_XYLtly ... biggR:XYLt ... biggR:XYLtex ... biggR:XYLtly ... deprecated:MNXR138323 ... deprecated:MNXR138932 ... deprecated:MNXR142344 ... deprecated:MNXR178377 ... deprecated:MNXR5382 ... deprecated:MNXR70081 ... deprecated:MNXR80414 ... deprecated:MNXR99051 ... seed.reaction:rxn09385 ... seed.reaction:rxn09650 ... seed.reaction:rxn28577 ... seed.reaction:rxn32426 ... seed.reaction:rxn32428 ... seed.reaction:rxn38738 ... seedR:rxn09385 ... seedR:rxn09650 ... seedR:rxn28577 ... seedR:rxn32426 ... seedR:rxn32428 ... seedR:rxn38738	1 MNXM169454@MNXD1 = 1 MNXM169454@MNXD2
YUMPS	MNXR188712	rheaR:18337	bigg.reaction:PSUDS ... bigg.reaction:R_PSUDS ... bigg.reaction:R_YUMPS ... bigg.reaction:YUMPS ... biggR:PSUDS ... biggR:R_PSUDS ... biggR:R_YUMPS ... biggR:YUMPS ... deprecated:MNXR103310 ... deprecated:MNXR188713 ... kegg.reaction:R01055 ... keggR:R01055 ... metacyc.reaction:RXN0-5398 ... metacycR:RXN0-5398 ... rhea:18337 ... rhea:18338 ... rhea:18339 ... rhea:18340 ... rheaR:18337 ... rheaR:18338 ... rheaR:18339 ... rheaR:18340 ... seed.reaction:rxn00776 ... seed.reaction:rxn15113 ... seed.reaction:rxn28104 ... seed.reaction:rxn28105 ... seed.reaction:rxn30752 ... seedR:rxn00776 ... seedR:rxn15113 ... seedR:rxn28104 ... seedR:rxn28105 ... seedR:rxn30752	1 MNXM1104056@MNXD1 + 1 MNXM158@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM2276@MNXD1 + 1 WATER@MNXD1
ZN2t4	MNXR105279	seedR:rxn05315	bigg.reaction:R_ZN2t4 ... bigg.reaction:R_ZN2t4pp ... bigg.reaction:ZN2t4 ... bigg.reaction:ZN2t4pp ... biggR:R_ZN2t4 ... biggR:R_ZN2t4pp ... biggR:ZN2t4 ... biggR:ZN2t4pp ... deprecated:MNXR27629 ... seed.reaction:rxn05315 ... seedR:rxn05315	1 MNXM01@MNXD1 + 1 MNXM729215@MNXD2 + 1 MNXM95@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM729215@MNXD1 + 1 MNXM95@MNXD2
dreplication				
pbiosynthesis				
r0060				
r0120	MNXR189537	keggR:R00428	bigg.reaction:R_r0120 ... bigg.reaction:r0120 ... biggR:R_r0120 ... biggR:r0120 ... deprecated:MNXR138935 ... deprecated:MNXR189538 ... kegg.reaction:R00428 ... keggR:R00428 ... seed.reaction:rxn00302 ... seedR:rxn00302	1 MNXM1103553@MNXD1 + 4 MNXM1@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1103590@MNXD1
r0127				
r0339				
r0345				
r0502				
r0570				
r0671				
r0708	MNXR105370	keggR:R04639	bigg.reaction:R_r0708 ... bigg.reaction:r0708 ... biggR:R_r0708 ... biggR:r0708 ... deprecated:MNXR138944 ... deprecated:MNXR59688 ... deprecated:MNXR74304 ... kegg.reaction:R04639 ... keggR:R04639 ... seed.reaction:rxn03174 ... seedR:rxn03174	4 MNXM1@MNXD1 + 1 MNXM397@MNXD1 + 1 WATER@MNXD1 = 1 MNXM4269@MNXD1
r0775	MNXR189541	keggR:R05046	bigg.reaction:R_r0775 ... bigg.reaction:r0775 ... biggR:R_r0775 ... biggR:r0775 ... deprecated:MNXR138945 ... deprecated:MNXR189542 ... kegg.reaction:R05046 ... keggR:R05046 ... seed.reaction:rxn03419 ... seedR:rxn03419	1 MNXM1102965@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM39@MNXD1 = 1 MNXM1103590@MNXD1 + 1 WATER@MNXD1
r0777	MNXR189060	keggR:R05048	bigg.reaction:R_r0777 ... bigg.reaction:r0777 ... biggR:R_r0777 ... biggR:r0777 ... deprecated:MNXR105383 ... deprecated:MNXR189061 ... kegg.reaction:R05048 ... keggR:R05048 ... seed.reaction:rxn03421 ... seedR:rxn03421	1 MNXM1102965@MNXD1 = 1 MNXM4269@MNXD1
r0792				
r1144				
r1162	MNXR105437	biggR:r1162	bigg.reaction:R_r1162 ... bigg.reaction:r1162 ... biggR:R_r1162 ... biggR:r1162	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM58@MNXD2 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM58@MNXD1 + 1 WATER@MNXD1
r1667				
r2137				
rtranscription				
sink_PGPm1c				
sink_dmbzid				
sink_gthrdc				
biomass205				
sink_phemec				
