#query	mnx_id	reference	xrefs	name
NDPK1	MNXR190718	rheaR:27686	bigg.reaction:ATGDm ... bigg.reaction:NDPK1 ... bigg.reaction:NDPK1m ... bigg.reaction:NDPK1n ... bigg.reaction:R_ATGDm ... bigg.reaction:R_NDPK1 ... bigg.reaction:R_NDPK1m ... bigg.reaction:R_NDPK1n ... biggR:ATGDm ... biggR:NDPK1 ... biggR:NDPK1m ... biggR:NDPK1n ... biggR:R_ATGDm ... biggR:R_NDPK1 ... biggR:R_NDPK1m ... biggR:R_NDPK1n ... deprecated:MNXR190719 ... deprecated:MNXR96119 ... kegg.reaction:R00330 ... keggR:R00330 ... metacyc.reaction:GDPKIN-RXN ... metacycR:GDPKIN-RXN ... rhea:27686 ... rhea:27687 ... rhea:27688 ... rhea:27689 ... rheaR:27686 ... rheaR:27687 ... rheaR:27688 ... rheaR:27689 ... sabiork.reaction:138 ... sabiorkR:138 ... seed.reaction:rxn00237 ... seed.reaction:rxn19769 ... seed.reaction:rxn27873 ... seed.reaction:rxn27874 ... seed.reaction:rxn33024 ... seedR:rxn00237 ... seedR:rxn19769 ... seedR:rxn27873 ... seedR:rxn27874 ... seedR:rxn33024	1 MNXM1103285@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1103553@MNXD1 + 1 MNXM40333@MNXD1
NDPK2	MNXR188501	rheaR:25098	bigg.reaction:NDPK2 ... bigg.reaction:NDPK2m ... bigg.reaction:NDPK2n ... bigg.reaction:R_NDPK2 ... bigg.reaction:R_NDPK2m ... bigg.reaction:R_NDPK2n ... biggR:NDPK2 ... biggR:NDPK2m ... biggR:NDPK2n ... biggR:R_NDPK2 ... biggR:R_NDPK2m ... biggR:R_NDPK2n ... deprecated:MNXR101935 ... deprecated:MNXR188502 ... kegg.reaction:R00156 ... keggR:R00156 ... metacyc.reaction:UDPKIN-RXN ... metacycR:UDPKIN-RXN ... rhea:25098 ... rhea:25099 ... rhea:25100 ... rhea:25101 ... rheaR:25098 ... rheaR:25099 ... rheaR:25100 ... rheaR:25101 ... sabiork.reaction:199 ... sabiorkR:199 ... seed.reaction:rxn00117 ... seed.reaction:rxn20461 ... seed.reaction:rxn28042 ... seed.reaction:rxn28044 ... seed.reaction:rxn33550 ... seedR:rxn00117 ... seedR:rxn20461 ... seedR:rxn28042 ... seedR:rxn28044 ... seedR:rxn33550	1 MNXM1101474@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM1102128@MNXD1 + 1 MNXM3@MNXD1
NDPK3	MNXR188503	rheaR:25237	bigg.reaction:NDPK3 ... bigg.reaction:NDPK3m ... bigg.reaction:NDPK3n ... bigg.reaction:R_NDPK3 ... bigg.reaction:R_NDPK3m ... bigg.reaction:R_NDPK3n ... biggR:NDPK3 ... biggR:NDPK3m ... biggR:NDPK3n ... biggR:R_NDPK3 ... biggR:R_NDPK3m ... biggR:R_NDPK3n ... deprecated:MNXR101936 ... deprecated:MNXR188504 ... kegg.reaction:R00570 ... keggR:R00570 ... metacyc.reaction:CDPKIN-RXN ... metacycR:CDPKIN-RXN ... rhea:25237 ... rhea:25238 ... rhea:25239 ... rhea:25240 ... rheaR:25237 ... rheaR:25238 ... rheaR:25239 ... rheaR:25240 ... seed.reaction:rxn00409 ... seed.reaction:rxn19276 ... seed.reaction:rxn27747 ... seed.reaction:rxn27748 ... seed.reaction:rxn32981 ... seedR:rxn00409 ... seedR:rxn19276 ... seedR:rxn27747 ... seedR:rxn27748 ... seedR:rxn32981	1 MNXM1102191@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1103718@MNXD1 + 1 MNXM40333@MNXD1
NDPK4	MNXR101937	rheaR:27682	bigg.reaction:NDPK4 ... bigg.reaction:NDPK4m ... bigg.reaction:NDPK4n ... bigg.reaction:R_NDPK4 ... bigg.reaction:R_NDPK4m ... bigg.reaction:R_NDPK4n ... biggR:NDPK4 ... biggR:NDPK4m ... biggR:NDPK4n ... biggR:R_NDPK4 ... biggR:R_NDPK4m ... biggR:R_NDPK4n ... deprecated:MNXR141917 ... deprecated:MNXR55761 ... deprecated:MNXR69532 ... deprecated:MNXR79540 ... kegg.reaction:R02093 ... keggR:R02093 ... metacyc.reaction:DTDPKIN-RXN ... metacycR:DTDPKIN-RXN ... rhea:27682 ... rhea:27683 ... rhea:27684 ... rhea:27685 ... rheaR:27682 ... rheaR:27683 ... rheaR:27684 ... rheaR:27685 ... sabiork.reaction:423 ... sabiorkR:423 ... seed.reaction:rxn01512 ... seed.reaction:rxn19643 ... seed.reaction:rxn27839 ... seed.reaction:rxn27840 ... seed.reaction:rxn32898 ... seedR:rxn01512 ... seedR:rxn19643 ... seedR:rxn27839 ... seedR:rxn27840 ... seedR:rxn32898	1 MNXM152@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM394@MNXD1 + 1 MNXM40333@MNXD1
NDPK5	MNXR96118	rheaR:27690	bigg.reaction:ATDGDm ... bigg.reaction:NDPK5 ... bigg.reaction:NDPK5m ... bigg.reaction:NDPK5n ... bigg.reaction:R_ATDGDm ... bigg.reaction:R_NDPK5 ... bigg.reaction:R_NDPK5m ... bigg.reaction:R_NDPK5n ... biggR:ATDGDm ... biggR:NDPK5 ... biggR:NDPK5m ... biggR:NDPK5n ... biggR:R_ATDGDm ... biggR:R_NDPK5 ... biggR:R_NDPK5m ... biggR:R_NDPK5n ... deprecated:MNXR55762 ... deprecated:MNXR69533 ... kegg.reaction:R01857 ... keggR:R01857 ... metacyc.reaction:DGDPKIN-RXN ... metacycR:DGDPKIN-RXN ... rhea:27690 ... rhea:27691 ... rhea:27692 ... rhea:27693 ... rheaR:27690 ... rheaR:27691 ... rheaR:27692 ... rheaR:27693 ... sabiork.reaction:183 ... sabiorkR:183 ... seed.reaction:rxn01353 ... seed.reaction:rxn19465 ... seed.reaction:rxn27786 ... seed.reaction:rxn27787 ... seed.reaction:rxn33383 ... seedR:rxn01353 ... seedR:rxn19465 ... seedR:rxn27786 ... seedR:rxn27787 ... seedR:rxn33383	1 MNXM344@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM436@MNXD1
NDPK6	MNXR101938	rheaR:28582	bigg.reaction:NDPK6 ... bigg.reaction:NDPK6m ... bigg.reaction:NDPK6n ... bigg.reaction:R_NDPK6 ... bigg.reaction:R_NDPK6m ... bigg.reaction:R_NDPK6n ... biggR:NDPK6 ... biggR:NDPK6m ... biggR:NDPK6n ... biggR:R_NDPK6 ... biggR:R_NDPK6m ... biggR:R_NDPK6n ... deprecated:MNXR55763 ... deprecated:MNXR69534 ... kegg.reaction:R02331 ... keggR:R02331 ... metacyc.reaction:DUDPKIN-RXN ... metacycR:DUDPKIN-RXN ... rhea:28582 ... rhea:28583 ... rhea:28584 ... rhea:28585 ... rheaR:28582 ... rheaR:28583 ... rheaR:28584 ... rheaR:28585 ... sabiork.reaction:421 ... sabiorkR:421 ... seed.reaction:rxn01678 ... seed.reaction:rxn19645 ... seed.reaction:rxn27842 ... seed.reaction:rxn27843 ... seed.reaction:rxn33340 ... seedR:rxn01678 ... seedR:rxn19645 ... seedR:rxn27842 ... seedR:rxn27843 ... seedR:rxn33340	1 MNXM3@MNXD1 + 1 MNXM572@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM452@MNXD1
NDPK7	MNXR101939	rheaR:27678	bigg.reaction:NDPK7 ... bigg.reaction:NDPK7m ... bigg.reaction:NDPK7n ... bigg.reaction:R_NDPK7 ... bigg.reaction:R_NDPK7m ... bigg.reaction:R_NDPK7n ... biggR:NDPK7 ... biggR:NDPK7m ... biggR:NDPK7n ... biggR:R_NDPK7 ... biggR:R_NDPK7m ... biggR:R_NDPK7n ... deprecated:MNXR55764 ... deprecated:MNXR69535 ... kegg.reaction:R02326 ... keggR:R02326 ... metacyc.reaction:DCDPKIN-RXN ... metacycR:DCDPKIN-RXN ... rhea:27678 ... rhea:27679 ... rhea:27680 ... rhea:27681 ... rheaR:27678 ... rheaR:27679 ... rheaR:27680 ... rheaR:27681 ... sabiork.reaction:422 ... sabiorkR:422 ... seed.reaction:rxn01673 ... seed.reaction:rxn19449 ... seed.reaction:rxn27780 ... seed.reaction:rxn27781 ... seed.reaction:rxn32308 ... seedR:rxn01673 ... seedR:rxn19449 ... seedR:rxn27780 ... seedR:rxn27781 ... seedR:rxn32308	1 MNXM360@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM411@MNXD1
NDPK8	MNXR101940	rheaR:27674	bigg.reaction:NDPK8 ... bigg.reaction:NDPK8m ... bigg.reaction:NDPK8n ... bigg.reaction:R_NDPK8 ... bigg.reaction:R_NDPK8m ... bigg.reaction:R_NDPK8n ... biggR:NDPK8 ... biggR:NDPK8m ... biggR:NDPK8n ... biggR:R_NDPK8 ... biggR:R_NDPK8m ... biggR:R_NDPK8n ... deprecated:MNXR55765 ... kegg.reaction:R01137 ... keggR:R01137 ... metacyc.reaction:DADPKIN-RXN ... metacycR:DADPKIN-RXN ... rhea:27674 ... rhea:27675 ... rhea:27676 ... rhea:27677 ... rheaR:27674 ... rheaR:27675 ... rheaR:27676 ... rheaR:27677 ... seed.reaction:rxn00839 ... seed.reaction:rxn19384 ... seed.reaction:rxn27777 ... seed.reaction:rxn27778 ... seed.reaction:rxn31847 ... seedR:rxn00839 ... seedR:rxn19384 ... seedR:rxn27777 ... seedR:rxn27778 ... seedR:rxn31847	1 MNXM286@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM735047@MNXD1
NDPK9	MNXR189751	rheaR:30347	bigg.reaction:NDPK9 ... bigg.reaction:NDPK9m ... bigg.reaction:NDPK9n ... bigg.reaction:R_NDPK9 ... bigg.reaction:R_NDPK9m ... bigg.reaction:R_NDPK9n ... biggR:NDPK9 ... biggR:NDPK9m ... biggR:NDPK9n ... biggR:R_NDPK9 ... biggR:R_NDPK9m ... biggR:R_NDPK9n ... deprecated:MNXR145775 ... deprecated:MNXR145776 ... deprecated:MNXR189752 ... kegg.reaction:R00722 ... keggR:R00722 ... metacyc.reaction:RXN-14120 ... metacycR:RXN-14120 ... rhea:30347 ... rhea:30348 ... rhea:30349 ... rhea:30350 ... rheaR:30347 ... rheaR:30348 ... rheaR:30349 ... rheaR:30350 ... seed.reaction:rxn00515 ... seed.reaction:rxn33570 ... seed.reaction:rxn33573 ... seedR:rxn00515 ... seedR:rxn33570 ... seedR:rxn33573	1 MNXM1103428@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM1104559@MNXD1 + 1 MNXM3@MNXD1
NH4tb				
NNAM	MNXR101977	rheaR:14545	bigg.reaction:NNAM ... bigg.reaction:NNAMrm ... bigg.reaction:R_NNAM ... bigg.reaction:R_NNAMrm ... biggR:NNAM ... biggR:NNAMrm ... biggR:R_NNAM ... biggR:R_NNAMrm ... deprecated:MNXR3835 ... deprecated:MNXR83458 ... kegg.reaction:R01268 ... keggR:R01268 ... metacyc.reaction:NICOTINAMID-RXN ... metacycR:NICOTINAMID-RXN ... rhea:14545 ... rhea:14546 ... rhea:14547 ... rhea:14548 ... rheaR:14545 ... rheaR:14546 ... rheaR:14547 ... rheaR:14548 ... seed.reaction:rxn00938 ... seed.reaction:rxn30041 ... seed.reaction:rxn30187 ... seed.reaction:rxn30414 ... seed.reaction:rxn30738 ... seed.reaction:rxn38279 ... seed.reaction:rxn38280 ... seedR:rxn00938 ... seedR:rxn30041 ... seedR:rxn30187 ... seedR:rxn30414 ... seedR:rxn30738 ... seedR:rxn38279 ... seedR:rxn38280	1 MNXM216@MNXD1 + 1 WATER@MNXD1 = 1 MNXM274@MNXD1 + 1 MNXM729302@MNXD1
NNATr	MNXR188513	rheaR:22860	bigg.reaction:NNATm ... bigg.reaction:NNATn ... bigg.reaction:NNATr ... bigg.reaction:R_NNATm ... bigg.reaction:R_NNATn ... bigg.reaction:R_NNATr ... biggR:NNATm ... biggR:NNATn ... biggR:NNATr ... biggR:R_NNATm ... biggR:R_NNATn ... biggR:R_NNATr ... deprecated:MNXR101978 ... deprecated:MNXR188514 ... kegg.reaction:R03005 ... keggR:R03005 ... metacyc.reaction:NICONUCADENYLYLTRAN-RXN ... metacycR:NICONUCADENYLYLTRAN-RXN ... rhea:22860 ... rhea:22861 ... rhea:22862 ... rhea:22863 ... rheaR:22860 ... rheaR:22861 ... rheaR:22862 ... rheaR:22863 ... sabiork.reaction:2857 ... sabiorkR:2857 ... seed.reaction:rxn02155 ... seed.reaction:rxn30217 ... seed.reaction:rxn31945 ... seed.reaction:rxn35310 ... seedR:rxn02155 ... seedR:rxn30217 ... seedR:rxn31945 ... seedR:rxn35310	1 MNXM1103300@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1108016@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1
NNDMBRT	MNXR101979	rheaR:11196	bigg.reaction:NNDMBRT ... bigg.reaction:R_NNDMBRT ... biggR:NNDMBRT ... biggR:R_NNDMBRT ... deprecated:MNXR139254 ... deprecated:MNXR3837 ... kegg.reaction:R04148 ... keggR:R04148 ... metacyc.reaction:DMBPPRIBOSYLTRANS-RXN ... metacycR:DMBPPRIBOSYLTRANS-RXN ... rhea:11196 ... rhea:11197 ... rhea:11198 ... rhea:11199 ... rheaR:11196 ... rheaR:11197 ... rheaR:11198 ... rheaR:11199 ... sabiork.reaction:3868 ... sabiorkR:3868 ... seed.reaction:rxn02897 ... seed.reaction:rxn38087 ... seedR:rxn02897 ... seedR:rxn38087	1 MNXM1108016@MNXD1 + 1 MNXM1531@MNXD1 = 1 MNXM1224@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM274@MNXD1
NNDPR	MNXR188515	rheaR:12733	bigg.reaction:NNDPR ... bigg.reaction:NNDPRm ... bigg.reaction:R_NNDPR ... bigg.reaction:R_NNDPRm ... biggR:NNDPR ... biggR:NNDPRm ... biggR:R_NNDPR ... biggR:R_NNDPRm ... deprecated:MNXR101980 ... deprecated:MNXR188516 ... kegg.reaction:R03348 ... keggR:R03348 ... metacyc.reaction:QUINOPRIBOTRANS-RXN ... metacycR:QUINOPRIBOTRANS-RXN ... rhea:12733 ... rhea:12734 ... rhea:12735 ... rhea:12736 ... rheaR:12733 ... rheaR:12734 ... rheaR:12735 ... rheaR:12736 ... sabiork.reaction:3155 ... sabiorkR:3155 ... seed.reaction:rxn02402 ... seed.reaction:rxn20663 ... seed.reaction:rxn30194 ... seedR:rxn02402 ... seedR:rxn20663 ... seedR:rxn30194	1 MNXM1104453@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM555@MNXD1 = 1 MNXM1108016@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM13@MNXD1
